x,y
,1
unoriginal pointless padding boring cheesy stupid,0
,1
awful bad stupid bad budget bad,0
boring,0
bad dumber plain loyalty steaming turd,0
bad waste,0
bad holes sucked,1
boring,0
pathetic bad,0
frances,1
budget,1
bad,1
,1
,1
pointless pointless bad bad,0
,1
barrel ripoff,0
awful awful awful crappy,0
,1
awful bother,0
,1
,0
,0
,0
collaborator,1
friendship friendship dumb,1
budget,1
worse,1
stupid,0
awful,0
pile laughable crap bad worse cheap cheap fake,0
vomit waste awful horrible pathetic snakes,0
horrible bad cheap,0
boring awful costs,0
,1
,0
victoria stupid horrible boring lame stink,0
sucked,1
,1
,1
dumb bad boring horrible boring cheesy,0
carroll ruth otto,1
michel,1
,0
ticked,0
plain,0
,1
,1
boring boring,1
,1
,1
boring,1
,1
albert dumb,1
,1
,1
bad,1
budget awful budget bad laughable holes budget waste excuse,0
bad,1
painter,1
joss ackland,0
,1
understated,1
,1
,1
horrible waste waste,0
,1
18th 18th,1
bad,0
horrible waste,1
,1
dumber bad pathetic,0
captures,1
bad puke,0
binoche fiennes fiennes boring,1
holes holes,1
atrocious boring garbage bother,0
,0
plain stupid,0
bad illogical bad,0
,1
,1
,1
architect architect architect architect architect,1
stupid,1
rubbish stupid excuse waste garbage,0
,1
budget holes worse,1
bad,0
,1
,0
bad powell,1
bad bad,0
plain,1
mindless renting,0
budget fake bad wasting,0
bad,0
,1
,1
,0
snowballs,0
cheap cheap,0
jonathan renting jonathan jonathan,1
,1
awful awful,0
horrible unfunny worse lame,0
waste,0
,1
rubbish awful waste,0
bad worse pathetic stupid cgi awful,0
horrible cheesy cheesy,0
boring,1
,0
,1
,1
mindless dumb poorly dumb dumb holes junk,1
waste,0
,1
bother lame 90,0
laughable,0
bad,0
,0
,1
,1
,1
bad,0
bad,1
architect bad cheesy plain dumb cheap bad bad,1
boring,1
,1
crap,0
du,1
,1
,1
pioneer,0
horrible eat stupid,0
pg13,1
bad worse,0
ripped awful,1
,1
awful worse,0
,1
awful stupid stupid,0
laura,0
renting laughable horrible garbage waste,0
waste,1
laughably bad,0
bad bad,0
,0
,0
boring,1
bad waste,0
neville,1
bad snowballs bad,0
,0
,1
,1
bad ably,0
stupid bother,0
pathetic turd toilet junk,0
,1
crappy ripoff laughable morons ripoff,0
,1
,0
,1
worse,1
boring cheap pathetic stewart,0
,1
,1
,1
budget ronald poorly,1
crappy,1
,1
junk,0
,1
crappy sucks bad unoriginal bad bad plain stupid,0
bad bad bad worse,0
stewart novak,0
90 bad,0
painter painter painter painter,0
waste,0
bad,0
,1
dumb,1
,1
,1
bad bad holes dumb holes bad bad bad laughably crappy,0
worse,0
crap crap bad bad bad bad bad stupid cheap,0
,1
,1
plain eat,0
,0
painter,1
,1
bad awful bad bad,0
waste 90,0
bother bad,0
,1
horrible bad cheap horrible cheap budget camcorder,0
pg13 bad,0
cheesy budget,1
stupid bad,0
,1
barbara,1
franz waste,1
bad bad stupid worse,0
frances frances frances frances frances frances frances frances frances frances frances,1
,1
,0
,1
,1
barbara fooled bad budget,0
,1
cheap stupid,0
unoriginal poorly unfunny,0
budget,0
bad,1
budget bad fooled waste boring bad bother bad,0
,1
,1
boring,0
atrocious turd dumber garbage fart,0
,1
,1
,1
bad,0
boring,0
horrible fooled boring,0
,1
rochester,1
illogical,1
carroll carroll,1
pathetic ugh,0
olivia,1
,0
bad,1
laughable bad,1
bad novak holes,0
bad bad budget cgi cgi,0
,1
,0
,1
neville budget,1
irene,1
bad bad bad kidding stupid,0
,1
gonna gonna waste,0
pointless,1
worse 110,0
,1
,1
,0
alfred alfred stewart stewarts stewart alfred albert,1
,0
,1
stewart carole lombard,0
budget,1
rubber,1
,0
fake,1
,1
,1
stewart,1
bad,0
worse stupid,0
stupid,1
bad cgi fake fake,1
frances,1
budget,1
newman newman gertrude laura newman,1
bother plain,1
,1
bad boring,0
bad budget bad worse waste renting,0
cheap bad bad awful,0
,0
boring bad boring bad,0
110,1
,1
portrait,1
bother awful crappy bad waste,0
,1
crap,1
crap crap bad bad bad bad bad stupid cheap,0
friendship friendship bad friendship patriarch,1
bad,1
,1
bin waste waste,0
lionel stupid,1
,0
awful bad,0
,1
,1
bad philip bad laughable bad,0
horrible zombies morons dumb stupid snowballs stupid stupid stupid stupid stupid stupid stupid stupid fake waste,0
,0
boring,1
excuse bad,0
awful bad,0
stupid stupid waste,0
stupid horrible,0
capturing bad dumb budget,0
bad budget laughably bad camcorder fake,0
bad bad,0
bad bad,1
poorly poorly poorly,0
bad budget worse gonna cary bad renting fake bad bad worse,0
,1
bad,1
,1
bad fake,1
poorly worse fake bad,0
awful,0
,1
worse renting,0
,1
boring cheesy budget bad crap,1
boring horrible awful waste,0
waste stupid eat crap,0
barbara,1
,1
,1
holes bother,0
bad cheesy bad,0
crap,1
cardboard rita laughably,0
excuse bad turd padding worse boring filler boring boring filler,0
stupid bad,0
,1
excuse bother,1
boring laughable awful awful,0
boring bad boring gonna,0
bad,1
,1
boring pointless bad,0
cheap cheap laughably cheap budget cheap waste,0
plain,1
,0
budget,0
bad pathetic worse,1
bad crap cheesy,0
bad boring,0
,0
gonna albert albert,1
bad boring boring bad bad,0
,1
,1
horrible stupid bother pathetic stupid stupid,0
stewart,1
crap,0
awful meaningless crap 90 stupid stupid cheap,0
carnosaur carnosaur,0
,0
bad bad horrible capturing,0
gonna albert,1
,1
bad ripped,0
kidding,1
,1
,1
horrible gifted waste,0
boring waste,0
crap,0
bad stewart,1
boring,0
bad,0
stupid bad sucked suck bad meaningless,0
laughably fake cheesy,1
jagger bad vibrant,1
sucks,0
meaningless pointless plain waste dumb,0
lame worse,0
bad bad bad bad bad awful horrible boring awful holes cgi awful cgi awful cheesy pointless boring bad budget crap atrocious,0
stupid,1
bad horrible bad bad horrible,1
bad,1
wasting eat 90,1
,0
budget bad unwatchable,0
irene,1
boring,0
atrocious crap philip,0
junk,0
,0
kidding victoria,0
,0
horrible awful awful stupid bad amateurish,0
,1
bloom olivia friendship,1
bad,0
,1
rita,1
bad stupid gonna,1
,1
awful worse,0
ripoff capturing,1
junk cheesy cheesy,1
filler friendship bad,1
stupid stupid awful,0
,1
poorly,0
cheap cheap cheap cheesy cheap stupid cheesy stupid stupid crap crap crappy stupid bad,0
bad bad,0
stupid,0
costs,0
,1
bad bad bad sucks,0
bad bother,0
budget boring,0
,0
renting cheesy cheesy cheesy,1
bad corn corn,0
stupid bad amateurish incoherent cheesy bad dumb,0
,1
boring plain bad bad bad boring plain bad,0
,1
dumb stewart bad dumb dumb bad bad stupid,0
capturing,1
worse bad,0
awful bad bad horrible,0
,1
garbage bad poorly garbage costs waste bad,0
worse worse worse eat excuse budget,0
waste excuse crap,0
,1
,1
,1
bad bad cgi cgi,1
cheap rubbish zombies eat 90 bad,0
bad pathetic poorly,0
,1
,1
,1
,0
cheap,0
lame,1
awful budget cheap,0
pioneer,1
,0
horrible cheesy cheesy,1
,1
waste bad cheezy bad horrible,1
portrait,1
,0
,1
watson rupert everett gifted watson rupert everett,1
stupid stupid pointless,1
amateurish amateurish bad,0
,0
,1
bad,0
budget poorly,0
boring,1
pathetic meaningless,0
,1
,1
uwe,0
junk waste junk,0
kidding,0
,0
garbage garbage,0
,0
bad stupid poorly bad stupid,0
worse,1
,1
pathetic awful bad,0
garbage,0
horrible,0
bad,1
budget,0
boring fake costs 210,0
worse frances,0
denis,1
meaningless waste,0
bad stupid,0
,1
,1
boring stupid,0
philip budget crap,1
lame,0
,1
stink,1
,1
bad,1
stewart barbara stanwyck reginald greenstreet alexander alexander architect,1
bad bad bad,0
,0
bad,1
bad bad,0
,0
youthful vulnerability bergen,0
,1
dumb,0
,1
,1
,1
,1
,1
boring awful waste pathetic,0
,1
laughable plain garbage,0
portrait renting,0
,0
horrible,0
horrible albert capturing capturing,1
bad bad,0
ruth,1
bad lame boring,0
,1
,1
,1
mindless stupid budget awful,0
,1
bad cheap capturing,0
friendship,1
pathetic,0
budget mindless,1
crap ripped bad laughable,0
stupid awful bad,0
amateurish pointless,0
albert,1
turd bad crappy dumb unoriginal sht crap dumb crap crappy gonna crappy eat sucks,0
,1
filler atrocious stewart boring boring,0
poitier poitier poitier,1
,1
bad barbara,1
,1
architect,1
bad bad,0
cgi rubbish excuse budget bother,0
,0
,1
cheesy awful awful awful crap bad,0
,0
junk newman,1
,1
bad,0
bad awful bad,0
,0
,1
,1
waste bad,0
,1
,1
,0
captures,1
bad plain bad laughable ripoff cgi,0
awful poorly poorly bad poorly,1
,1
,1
budget,1
bad portrait,0
lame awful ronald,0
bother,0
bad rupert bad awful,0
bad bad horrible bad 010 bad,0
,1
awful 90 bad fart,0
bad ripped bad garbage,0
bad bad bad worse,1
dumb waste,0
,1
captures,1
alexander,1
kidding horrible worse horrible pointless turd,0
,1
bad carole,1
cheap zombies,1
waste waste,0
bad,0
wasting cheap,1
bad bad bad,0
,1
fooled plain awful,0
awful bad,0
bad bad,0
stupid atrocious lame cardboard,0
bad,1
poorly,0
,1
waste,0
,1
plain bad,0
,0
friendship stupid,1
bad bad,0
bother,0
,0
,1
,0
stewart franz stewart,1
,1
,1
bad,0
loyalty,1
,1
,0
,1
,0
,1
holes,1
crap eat holes illogical ripoff lame costs cgi awful awful cheap crap waste 90,0
meaningless meaningless,0
waste,0
ripoff,0
,1
,1
crap crap,0
stupid plain dumb awful,0
,1
bad franz franz,0
sucked,1
,1
,1
pointless,0
illogical,0
excuse laughable,0
bad bad bad bad bad,0
alfred kidding ruth kidding ruth,1
,0
awful,0
waste,0
,1
,1
bad bad awful,0
,1
gifted captures boring,0
,1
awful awful costs cheesy 90 pointless cheap poorly ripoff bad stupid,0
,0
bad,0
,0
,1
dung,0
bad poorly,1
,1
bad budget bad laughable budget budget,0
stupid,0
poorly bad stupid worse lame stupid waste costs bad bad bad garbage horrible crap,0
,1
90 crap worse laughable dumb rubbish costs,0
ably,0
bad,1
ghoulies jonathan ghoulies ghoulies waste 90 crap ghoulies boring ghoulies ghoulies crap waste ghoulies rubbish ghoulies sucks budget excuse bad crap ghoulies crap ghoulies,0
,0
boring worse,1
stupid bad ticked kidding,0
fake bad waste rubber kidding budget lame lame lame bad bad,0
,1
,1
,0
,1
awful,0
bad camcorder atrocious bad unwatchable,0
,1
bad,1
bad,1
,0
cheap,1
,1
,1
bad poorly,0
,1
,1
awful horrible,0
,0
awful ripped bad,0
worse lame,0
,1
,1
friendship,1
,1
bad horrible stupid excuse,0
worse,0
zombies pile,0
budget bad atrocious holes bad boring worse,0
,1
,1
,1
alfred alfred alfred alfred,1
stupid unimaginative waste,0
,1
bad bad cheap,0
,1
bin,0
,0
,0
,0
worse bad budget costs,0
horrible bad boring worse,0
awful holes,0
excuse,1
rubber fake vomit,1
waste bad bad,0
excuse awful,0
,0
bad,1
,1
,1
cheesy cheesy awful,0
budget ripoff horrible wasting,0
,1
barbara stanwyck stewart,1
budget waste cheesy,0
bad horrible pathetic,0
,0
,1
gonna,0
bad bad,1
bad,1
bad,1
,0
,0
ella,1
,1
ably,1
friendship fake fake fake friendship friendship,1
,1
michel,1
waste capturing horrible horrible wasting,0
budget carroll,1
carole,1
,1
barrel stupid cheap laughably,0
garbage,1
,1
waste unimaginative,0
renting fooled crap worse waste,0
boring,0
bad cgi,1
bad boring stupid,1
bad,1
cheesy,1
,1
,1
,1
costs,0
unfunny horrible,0
budget,0
,1
understated,1
,1
bad 90 bad cheap,1
horrible waste,0
bad,0
,1
,1
christie christie postwar,1
eaten cheap,0
bad dumb,0
,1
budget,1
,1
,1
,0
horrible ugh,1
boring rubbish,0
bad bad,0
gonna,1
,1
awful unoriginal unoriginal unoriginal cgi unimaginative awful ugh horrible laughable pg13 bother,0
budget,1
,0
worse stupid cheap,0
budget,1
,1
cheesy,1
dumb dumber,1
horrible awful worse,0
snakes snakes budget snakes snakes snakes,0
understated,1
,1
filler bin,0
,1
budget bad rochester,0
,1
gaping,1
,1
,1
awful,0
friendship bad,0
,1
horrible bad bad bin bad boring bad,0
plain,0
,1
dumb pointless waste bother,0
boring ripoff ripoff,0
,1
bad,0
du,0
,0
bad eat,1
,1
,0
vibrant,1
,1
,1
fooled,1
,1
,1
boring,0
horrible,1
poorly bad fake,0
budget,0
,0
budget awful pathetic,0
bad bad boring worse horrible worse,0
cgi,0
pathetic vulnerability,1
gifted,1
,1
stupid,0
,0
bad bad,0
,1
budget bad budget,0
,1
plain,1
,1
,0
,0
,1
worse,0
awful waste bad,0
lame budget waste,0
plain otto,0
gonna,0
,1
,1
budget ugh,0
bad,1
,1
,1
horrible lame unwatchable,0
mutual bad,1
crap cheap bad crap,0
friendship,1
bad,1
crap stupid kidding crap horrible pointless pathetic horrible bad laughable,0
,1
,0
bad incoherent bad cheesy awful,0
meaningless boring,0
,0
,1
,1
excuse budget,0
,1
,1
,1
captures bother,1
suck bad frances worse,0
,1
cheap alfred,1
amateurish boring,0
amateurish bad bother,0
worse,0
ripoff laughable,0
,1
,0
,1
bad bad bad bad,1
,1
worse budget cgi plain,1
dumb,1
,1
fake worse,1
,0
,0
,1
,0
collaborator,1
bad excuse waste,0
denis,1
awful cheesy crappy crappy,0
albert fake,1
,1
,0
youthful pioneer,1
bad bad worse worse worse worse,0
,0
,1
poorly meaningless,0
bad pile crappy sucked bad sucked,0
rita friendship,1
excuse irene barbara ronald,1
worse,1
,1
stupid stupid,1
,1
waste,0
bad budget,0
bad alfred bad awful,0
bad boring,0
,1
,0
,1
,0
bad pointless bad waste 90,0
,0
cheesy stupid bother bad bad boring bad stink stink,0
,0
awful stupid,0
,1
gonna,1
budget horrible horrible bad horrible,0
boring sucks,0
,1
bad,1
bad,1
bad,0
pathetic horrible,0
0 mutual rubber,0
,0
awful,1
unfunny amateurish boring,0
alexander alexander,1
laughable padding,0
obrien bad,1
plain unwatchable bad,1
,1
renting,1
bad boring,0
awful,1
,1
,1
,1
,1
,0
,0
bad pointless unfunny dumb horrible,0
,1
worse pointless boring,1
cheap,0
bad bad,1
,0
,1
bad bad cardboard suck,0
,1
garbage,0
rupert,1
,1
understated crappy budget,1
,1
myrna loy loy,1
snakes,1
lillian lionel,1
waste garbage,0
bother worse,0
bad laughable nonsensical,1
worse bad horrible,0
,1
,1
horrible horrible crap horrible horrible,0
bad awful,1
bad 90,0
boring poorly waste,0
,1
holes,1
,1
everett bad,0
cheap,0
awful,1
laughable uwe toilet horrible,0
margaret,1
suck horrible,1
,1
,1
pile worse atrocious cheesy,0
bad suck waste,0
,1
bad,0
,1
bad rathbone watson cheap,1
,0
laughable,1
holes pointless cheesy fake bother,1
boring,0
,1
,1
,0
laughable awful budget,0
ripped bad,0
,0
,1
leung cheung friendship,1
excuse excuse,1
,0
,1
bad,1
,1
bad,1
worse christie bad,1
,1
bad bad garbage waste bad renting,0
bad unimaginative alfred,0
stupid,0
awful bad bad horrible,0
,0
awful awful,0
excuse,1
,1
boring renting,0
budget bad,0
stupid awful stupid waste pathetic awful,0
bad bad bad,1
mindless fooled,0
nonsensical,0
ripoff ripoff,1
bad bad,1
worse,1
,1
bother boring excuse bad bad,0
,0
,1
bad,0
,0
,0
pathetic boring,1
junk,0
,0
cheap bad,0
,1
sucked bad horrible budget,0
,1
,1
boring waste rubbish,0
,1
excuse,0
,1
bad,1
,1
bad bad bad kidding horrible garbage,0
pointless,0
awful bad bad,0
bad stupid bad bad bad,0
pathetic pathetic,0
,1
crappy,1
,1
,1
,1
boring,0
awful philip amateurish,0
kidding,0
waste stupid bad bad holes worse worse crap excuse,0
ripoff worse,0
bother renting,0
boring crap,0
,1
youthful bad rubber,1
,1
,1
rita eat,1
renting,0
bad,1
bad du,1
bad,0
vibrant,1
,0
philip,1
bother,0
unwatchable boring boring plain budget,0
plain,1
,1
poorly stupid laughable poorly laughable bin,0
boring horrible bother,0
awful bad worse,0
horrible awful wasting,0
lansbury,1
,1
cheap rubber cgi horrible laughable,0
boring worse,0
captures,1
horrible worse eaten worse budget,0
bad padding cheap bad bad cheesy,0
pioneer,1
,1
scarecrows budget cheap scarecrows cheap awful cheap holes,0
,1
awful illogical poorly,0
irene irene irene irene alexander postwar,1
meaningless boring meaningless awful,0
friendship,1
,1
bad lame holes bad worse bad worse,0
,1
bad,1
sucked waste renting,0
,1
bad garbage budget waste waste,0
stupid stupid,0
irene,1
horrible cringing,1
wasting bad bad,0
90,1
awful,0
bad sucks laughable pathetic,1
,0
bad stupid lame,0
friendship captures elegance capturing,1
dumb lame worse awful,0
,1
bad laughable friendship boring boring,1
,1
,1
bad excuse,0
excuse,1
pointless carnosaur gonna bad,0
plain plain eat horrible,1
,0
18th cheesy,1
albert albert,1
,1
,1
architect,1
,1
,1
,0
,0
holes awful,0
bad,0
finney,1
,1
,1
,1
,1
suck waste,1
,1
bad bad pointless swearing bad,0
worse,1
fake plain,1
,1
boring boring boring,0
unwatchable bother waste bother pathetic rubbish boring bad,0
,0
lame boring,0
cheap frances,1
stupid dumb,0
,0
,1
bad,1
bad lansbury,1
amateurish bad,0
bad budget,0
,1
boring boring boring gonna,0
,0
worse,1
,0
bad renting bad,0
rubber crap 110,0
,1
rubbish,0
worse,0
philip,0
,1
cheezy dumb dumb 110,0
gifted,1
,1
elegance,1
lame bad,0
captures budget,1
awful bad bad awful bad bad awful bad,0
worse captures budget cheesy bin,0
albert,1
pioneer albert,1
excuse,1
,1
alfred newman,1
,1
,1
,1
powell powell powell powell powell powell powell powell powell powell vibrant alfre woodard,1
,0
pointless excuse,0
crap boring,0
excuse powell,0
bad,1
cheap cheesy poorly awful junk awful waste budget,0
,0
fiennes binoche vulnerability,1
zombies horrible budget budget awful awful awful budget bad awful poorly awful bad budget horrible,0
crap,0
bad bad boring,0
unwatchable,0
bother bad,1
,1
vera vera vera friendship turbulent painter pathetic,1
illogical boring,0
renting,1
,0
rita frances,1
bad bad bad du,0
,1
,1
uwe morons sucks zombies eat uwe budget zombies zombies bad poorly bad bad,0
,1
,1
cheesy fooled cheesy,1
,1
,1
youthful,1
budget,1
,1
boring meaningless bad,0
stewart 90 garbage,1
worse,1
pathetic grahame worse worse crap stupid bad,0
awful boring excuse awful waste,0
,1
,0
mindless fastforward,1
,1
bad,1
,1
,0
waste,1
cardboard,0
,0
,1
budget bad awful boring laughable,0
,1
cgi stupid,0
poorly stupid 90 budget rubbish sucks stupid boring rubbish,0
,0
eat,1
,1
,0
stupid meaningless boring,0
garbage stupid stupid garbage,0
carroll,1
,1
,1
boring,1
bad,1
portrait meaningless,1
fooled renting steaming pile boring unoriginal 110,0
,1
painter,1
,1
,0
stupid pile,0
,1
,1
carole lombard lombard awful,0
junk laughably,0
awful rubbish,0
sucks,1
waste bad awful bad,0
poorly awful,0
toilet bad waste,0
,0
,1
bad bad,0
,0
laughable,0
,1
,1
horrible,1
worse,1
,1
,0
stewart,1
,0
vibrant friendship,1
cgi,1
corn,1
,0
boring,0
alexander alexander alexander,1
horrible,1
cheap,1
,1
bad bad waste,0
,0
crap,1
waste,1
horrible bad waste,0
worse,0
boring stupid crap bad,0
olivia,1
,1
poorly waste bother,0
bad bad bin,0
,1
mindless suck,1
boring,1
,1
bad worse bad,0
stupid,1
waste cheap,0
,0
contribution 90,0
,1
bad bother stupid poorly worse bad bad bad bad,0
bad laura stupid,1
,1
,1
,1
jonathan rupert everett jonathan jonathan rupert everett,1
worse,0
bad,0
waste,0
poorly lame,0
,1
,1
,1
postwar understated,1
,0
bad,1
,1
,1
irene irene,1
poorly,0
horrible bad,0
worse,1
,1
,1
rathbone,0
,1
horrible mindless boring horrible boring illogical,1
,1
dumb poorly stupid excuse,0
waste,1
bad worse 90 bad bad,0
,0
zombies pointless,1
,1
eat,1
,0
boring boring bad,0
,1
bad stupid,0
,1
friendship,1
,1
cheesy laughable boring,0
,0
vulnerability,1
,1
bad pile garbage 110,0
110,1
lame,1
awful gaping bad,0
,1
bad awful bad bad amateurish lame waste,0
bad bad bad bad,0
,0
,1
rochester,1
cheap worse pathetic,0
awful bad 210,0
awful cheesy,0
cheap costs costs bad,0
cheesy,1
crap,1
bad bad amateurish laughable pointless boring bad,0
crap,1
postwar understated bad,1
,1
,0
awful 0 bad,0
ripoff cheap fake,1
stupid,0
,1
,0
awful cheesy mins cheesy bother,0
,1
cheap pathetic ripped budget,0
dumb dumb dumb dumb,0
boring incoherent,1
,1
otto novak bad bad,1
,1
crap,0
alfred,1
,1
crap,0
worse,1
bad cheesy bad bad,1
bad stupid bad bother dumb pointless bad pointless 110 mins,0
,0
awful,0
,1
,1
,1
crap,0
newman newman newman,1
,1
eaten,0
lame boring,0
boring,1
cheap horrible,0
,1
christy pointless,1
worse,0
budget boring,0
,1
bad bad bergen crap,1
,0
wang,1
,1
dumber,0
boring lame bad,0
,1
albert albert,1
,1
alfred ruth,1
olivia budget bad awful stupid atrocious budget awful holes awful,0
eaten rubber horrible,0
captures,1
bad,0
budget awful excuse bad cardboard holes jacques cheap junk laughable plain,0
,1
bad,0
,1
worse,1
,0
rubbish boring,0
bad ably worse,0
waste,0
laughably bad pointless suck bad,0
,1
stupid,1
,1
bad,0
,1
bad,1
awful garbage,0
,1
,1
,1
,1
cheezy boring,0
,1
architect amateurish,0
,1
90 cheap garbage,0
vibrant,1
pointless dumb pointless fastforward waste,0
budget zombies zombies zombies zombies zombies zombies zombies rubber,0
carnosaur carnosaur bad eaten carnosaur ripped carnosaur ripped carnosaur carnosaur ripped,0
awful cheesy worse bad cgi laughable,0
excuse,1
crap stupid,0
,1
,1
worse garbage bother,0
,0
,1
,1
,1
,1
eat,1
,1
stupid stupid awful,0
,1
gonna bad,0
ticked bad crap,0
,1
waste,0
stupid pathetic,0
,1
,1
,1
,0
,0
budget,0
,1
waste,1
,1
waste,0
boring,1
waste dung bad,0
loyalty,1
,1
bad stupid stupid stupid stupid,0
bad,1
,1
alexander alexander bother,0
waste,0
,0
laughably bad,0
,1
,0
,1
mindless vomit stupid dumb pathetic,0
worse boring,1
costs,0
cheap,1
,1
,0
cheap pg13 dumb,0
bad,0
,1
,1
,1
,1
,1
bother budget,1
cgi,0
bad,1
postwar du jacques,1
,1
eaten,0
,1
,1
,1
,1
renting,1
stewarts,1
bad,1
bad,1
bad poorly bad cgi,0
bad lame boring garbage,0
cheap,1
stupid crap,0
,1
toilet,1
snowballs plain awful stupid dumb ripped sht snowballs snowballs poorly laughably bad cgi bad worse worse bad,0
,1
vera vera vera vera vera budget,1
,0
crap,0
steaming pile crap bad crap bad 0,0
,1
,1
,1
sucked,1
,1
boring,1
portrait bad friendship,1
lame laughable lame waste friendship,0
budget 0,0
crap,0
bad,0
,1
bad budget swearing crap budget budget,0
costs,1
,1
stewart,0
camcorder,0
,1
,1
turbulent,1
bad budget,0
bad boring bad,0
waste,0
,1
,1
,1
errol flynn custer errol flynn portrait custer custer olivia havilland,1
bad,1
,1
,1
poorly poorly poorly,0
,0
garbage laughable,0
,1
barbara irene florinda,1
,1
bad cheap pathetic,0
eaten eaten,0
bad bad cheap,0
,1
budget,1
alfred,1
unoriginal eaten,0
,1
worse bad,0
,0
,1
cgi,1
awful understated,1
,1
fake florinda,1
unoriginal crap,1
,1
,1
cheap unwatchable bad fake,0
crap plain,1
worse laura,0
,1
cheesy cheesy bad poorly,0
watson rupert everett everett lame,1
,0
,1
horrible bad horrible,1
lansbury,1
mutual alexander,1
playwright excuse incoherent,0
,0
holes,1
,1
,1
unoriginal bad bother olivia,0
,1
,1
,1
costs worse bad,0
newman waste,0
,0
,0
boring,0
,1
,0
suck suck stupid dumb margaret stupid margaret awful crap stupid,0
bad unwatchable horrible amateurish,0
holes worse,0
victoria gifted bad,0
,1
poop,0
,0
costs,1
,1
cgi garbage,1
horrible awful bad bad,0
unoriginal boring laura youthful,0
budget pointless pointless philip laughable bad,0
,1
boring laughable,0
budget,0
,1
bad,0
,0
mindless waste,0
awful,1
barbara stanwyck stewart alexander greenstreet stanwyck greenstreet reginald,1
,0
rubbish budget rubbish bad bother,0
bad bad lame bad plain boring dung cgi bad,0
,1
bad worse worse,0
garbage horrible,0
rubbish,1
bad bad,0
,0
budget laughable,0
vibrant,1
jonathan unfunny barbara cheap rubber plain,1
,1
bad,0
,1
unfunny,0
gifted horrible bad bad,0
cheesy bad,1
,1
toilet bad pointless garbage boring fake fake pointless,0
dumb stupid,0
,1
stupid,0
incoherent boring,0
meaningless,0
,1
,0
boring cheesy waste,0
horrible nonsensical stupid waste,0
budget crap waste waste 90 meaningless budget,0
pathetic worse,0
renting bad,0
,1
awful bad plain bad,0
,1
,0
crap,1
,0
suck zombies,1
eaten awful,0
,1
filler,0
,1
bad worse bad,0
victoria barbara,1
snakes snakes snakes snakes snakes snakes snakes cgi snakes snakes,0
awful,0
pointless bergen,0
,1
,0
,1
victoria bad victoria bad victoria,0
,1
poorly awful pointless laughable,0
,1
bad,0
bad poorly worse,0
,1
ghoulies,1
,1
youthful,1
dumb worse worse rubbish,1
,1
,1
renting,0
,1
,1
,1
,1
stupid,0
everett albert,1
horrible waste bad,1
,1
,1
bother horrible stupid horrible poorly horrible horrible horrible horrible waste,0
bad budget bad bad pathetic unimaginative bad bad stupid bad unfunny 90 garbage lame,0
,1
fooled worse excuse laughably,0
,0
stupid 0 0,0
,0
,1
bad waste,0
,1
bad atrocious laura,0
,1
poorly,0
awful bad waste,0
snakes ripoff snakes snakes snakes snakes bad bad,0
bad turd,0
garbage cheap awful pile garbage,0
bad bad,0
bad bad bad,0
cheap cheesy crap boring stupid budget bad bad,0
,0
binoche fiennes,1
newman,1
bad,1
awful renting waste,0
boring,0
stewart awful horrible cheap boring atrocious stewart awful lame,0
alfred,0
friendship,0
incoherent boring bad,0
boring boring boring dumb awful,0
captures,1
bad,0
,1
pathetic stupid bad 110,0
bad bad,0
contribution,0
boring amateurish holes,0
,1
worse,0
18th alfred newman tierney,1
costs,1
,1
bad,0
bad,0
,0
plain,1
meaningless boring,0
,0
bergen lame bad,0
mutual bad,1
excuse fake ripped garbage,0
bad bad budget,0
albert eat awful incoherent cheap,0
,1
worse albert,0
,1
,0
pathetic boring,0
bad bad worse,1
bad,1
boring rubbish,0
,0
rubbish,1
worse worse,0
,0
laughable,1
dumb fake bad bad waste,0
bad bad laughable,0
,1
awful bad,0
jonathan,0
friendship friendship friendship friendship friendship loyalty,1
,1
barbara florinda laughable,1
stupid dumb pathetic bad,0
garbage bad,0
,1
rupert everett watson,1
,0
,0
tomatoes meaningless,0
nonsensical,1
budget budget zombies,1
gena rowlands,1
,1
,1
boring stupid cheap boring,0
awful,0
cary poop,1
awful awful awful unimaginative rubbish waste,0
bad,0
pointless,0
,1
fooled,1
horrible,0
pg13 sucks bad horrible sucks bad,0
awful portrait,0
postwar bloom joss ackland bloom ackland,1
budget,1
,1
atrocious,0
boring,0
bad sucked crappy awful,0
mindless cardboard,1
,0
,1
,0
,0
painter painter painter painter painter painter,0
bad ugh bad bad bother,1
,1
,1
laughable bad,0
,0
lame pathetic bad,0
bad,0
,1
,1
cgi,1
bad reginald,0
bad bad swearing bad,1
,0
,0
bad,1
cgi,1
bad ronald awful,0
,1
horrible bad budget,0
,1
,1
plain nonsensical alexander,1
horrible cgi fake horrible cgi,0
,1
cgi everett bad,1
lionel captures lionel,1
poorly,0
,1
,0
cheap,1
painter vibrant painter painter painter,0
captures,1
horrible cheap,1
worse budget bad,0
budget bad,1
boring holes bad,1
awful filler filler bother filler bad,0
,0
,1
,1
wang bad stewart bad,1
awful awful bother,0
sucked bad junk cgi,0
,0
bad waste waste,0
awful pg13,0
boring rubber bad bad,0
,1
110 crap crap,0
,1
amateurish,1
cringing,1
bad excuse crap horrible,0
swearing jacques,1
otto junk vulnerability novak,1
,1
,0
critters,1
,1
understated budget,1
awful boring,0
boring stupid,0
,1
stupid worse worse bad stupid bad,0
,0
,1
bad,0
,1
