x,y
unnecessary idiots dumb crappy unless predictable slasher bad scarier,0
dont waste,0
bad dont,1
,1
,1
worse bad budget,1
,1
bad laughing couldnt laughing,1
,1
please,0
,1
boring,1
sequels dont laugh,1
laugh please rent,0
nudity dont,1
bad,0
unoriginal swear,0
,1
lame laugh stupid,0
holes bad horrible seriously fx,0
puppets puppets,1
,1
minutes predictable jokes scared minutes minutes predictable,0
dont,0
,1
budget effects effects bad bad dont please effects budget budget,0
effects,1
predictable pointless sht gonna,0
awful bad,0
crap scared boring,0
untrue,1
laugh terrible,1
unoriginal,0
boring,1
whatsoever mess worse abomination,0
bad,0
,1
,1
dont,1
,0
minutes bad minutes laugh suck jokes,0
horrible boring bad bad trash,0
yourself,1
,0
bad minutes bad bad bad bad rented trash,0
,1
minutes dont waste rent minutes effects,0
sit rental rent,0
couldnt laugh bad excuse,0
pointless disbelief excuse couldnt spoiler,0
pointless redeeming mess waste bad,0
minutes dont bad,1
poorly,0
honestly boring plain confusing terrible confusing mess continuity,0
,1
seriously scary honestly bad rehash minutes awful please please please,0
continuity bother,0
budget,1
dont,1
boring,1
,0
sit pointless bad bad dont jokes minutes swearing,0
,1
couldnt vomit,0
,1
budget budget,1
sequels dont scary bad dont kidding,0
couldnt scary bad scary,1
terrible terrible sucks,0
stupid cringe dumb,0
awful lousy jokes dumb stupid jokes dont worse bad jokes,0
,1
please cheap cheap cheap rushed bad mess,0
,1
boring bad,0
,1
crap,1
bother,0
awful pointless suck predictable laughing cheesy costs unless unless,0
couldnt asleep bad moviei,1
bad,1
laugh dont,1
couldnt,0
sequels bother dont unfunny laugh,0
,1
yourself scared,1
dont budget,1
moviei,1
boring dont couldnt 010,0
bad minutes,0
,1
,1
wouldnt,1
,1
bad amateurish,0
laugh jokes laugh minutes pathetic bad terrible terrible puns,0
bad bad,1
dont laugh,1
,1
,1
bad,0
minutes dont bother corny,0
dont bad dont bad dont,1
laugh dont suffice,1
laugh,1
rubbish stupid excuse waste garbage,0
bad 90 dont,0
dumb seriously,0
laugh crappy crap effects,0
effects terrible disgusting unnecessary,0
awful awful cheesy,0
horrible dont dont,0
waste,0
bad laugh jokes bad renting,0
minutes gonna lame disgusting couldnt minutes dont waste stupid bad,0
bad,0
terrible jokes dont minutes terrible,1
crap budget,1
bad dont honestly itd seriously dont wouldnt bad boring wouldnt,0
excuse,1
,1
bad bad,0
,1
minutes,0
bad worse minutes barrel bad dont bothered dont boring minutes effects dont bad effects worse budget effects dont bad bad bad mess,0
dont offended stupid dont joke,0
confusing,1
bad crappy couldnt couldnt laughing 110 horrible,0
,1
awful effects avoid,0
,1
laugh waste cheesy,0
yourself bad,1
rushed,1
waste worse bother wouldnt,0
confusing,1
itll couldnt excuse waste boring dont whatsoever wasting 310,0
rental bad,1
,0
dont,1
terrible bad scare unless stoned,0
dumb stupid,0
terrible awful effects awful honestly laugh,0
dont sequels laugh,1
ebay boring dont laughing wouldnt couldnt awful waste,0
holes sht stupid,0
dubbing,0
,1
pile rubbish bad couldnt gore laughable plain rubbish dont bother,0
dont minutes dont,0
bad bad dont,0
pile stink,0
predictable suspend,0
boring bad holes 90 minutes cheap dont,0
wasting bad dont,0
unnecessary abomination waste,0
bad joke trash 90 minutes,0
,1
laugh pathetic excuses unless stoned couldnt,0
explosions awful horrible horrible,0
waste bad,0
drivel vomit laughing,0
dont,1
honestly zombies zombies,1
dont waste trash dont shoddy shoddy worse,0
,1
reviews reviews please 0,0
joke bad,1
gore bad blockbuster,0
zombies zombies zombies zombies,0
scary,1
lame poorly whatsoever seriously unless jokes 110,0
stupidest ugh minutes,0
budget budget bad,0
reviews boring,0
garbage garbage pile garbage trash terrible terrible,0
,1
dumber budget effects lame moviedont scared reviews,0
,1
reviews whatsoever poorly slasher effects pointless waste,0
dont,1
nudity bad,1
boring,1
dont bad dont bother stupid dont crap,0
fx,0
pathetic confusing,0
,1
,1
dont offended offended disgusting dumb pointless crap,0
seriously yourself seriously laugh dont,1
dont,1
remotely remotely waste garbage waste minutes,0
seriously cheap holes dont cheap remotely laugh,0
dont garbage waste,0
,1
awful plain cheap cheap,0
redeeming drivel,0
sucks bad,0
,0
,1
scary boring bad wouldnt,1
dont waste,0
bad,0
bad bad waste renting excuse honestly bad trash,0
rented couldnt bad stupid dont confusing sit bad waste,0
bad wouldnt unless waste,0
rushed seriously rent effects,0
filler remotely effects,1
laugh dont dont bad effects halfway disbelief disbelief ripped terrible dont slasher,0
laugh joke bad dont joke effects,0
gore,0
,0
gore nudity wouldnt,0
,1
couldnt laugh redeeming laugh stomach,0
110 swear minutes carnosaur pathetic carnosaur,0
dont dont bad dont dont,1
,1
,1
dont,1
redeeming,0
iti dont dont reviews,1
bad,0
,0
seriously seriously fx dont,1
dont,1
,1
blockbuster budget spoiler minutes,0
bad bother boring,0
minutes,1
please pathetic whatsoever laughable dubbing crap dont wanna avoid wanna avoid,0
slasher,0
dont dont,1
spoiler please honestly cheesy worse explosions honestly spoiler cheesy avoid effects avoid,0
,1
bad bad bad dont dont,0
rented worse couldnt laugh,0
reviews budget fx budget honestly dont horrible yourself dont stomach bad itand cheap rushed gore stomach,1
redeeming whatsoever effects dung,0
excuse fastforward vcr minutes dont minutes,0
dont tripe,0
wouldnt,1
iti,1
minutes,1
couldnt couldnt swear disbelief bad dont dont,0
terrible rented whatsoever couldnt worse awful,0
halfway dont wouldnt bad,0
offended,0
,1
bad bad,0
dont wouldnt,1
,1
,0
dont,1
bad cheap nudity,0
,1
,1
budget lame,0
minutes unnecessary,1
dont dont lame effects dont wouldnt couldnt lame waste drivel 110,0
reviews boring boring figured minutes rushed continuity honestly boring,0
,1
unrealistic stupid,0
ticked,1
dont budget wanna,1
dont couldnt dont sucks dont dont,1
bad couldnt bad bad,0
reviews joke wouldnt boring,0
bad,1
budget dont effects,1
cheap camcorder ebay terrible effects couldnt crap costs,0
dont predictable minutes figured,0
dont,0
dont cgi crap seriously budget cgi yourself,1
,1
dont stomach waste minutes boring,0
minutes bother,0
moviei boring,1
,1
unless,0
,0
spoiler soooo stupid terrible,0
spoiler,0
couldnt,1
confusing,1
,1
couldnt pile bad bad seriously,1
waste,0
offended whatsoever please dont bother,0
avoid costs laughing,0
boring sucks,0
,1
crappy budget,1
couldnt mins mess laugh,0
garbage,1
halfway bad seriously,1
,1
laugh,1
,1
effects effects dont,1
laugh stupid dont jokes joke whatsoever,0
worse 90 bad waste,0
,1
predictable,0
bad ripped bad couldnt laugh couldnt seriously garbage please,0
,1
,1
bad dont bad trash,1
lowest nudity dont disgusting,1
stomach,0
unwatchable stoned,1
minutes,1
whatsoever puppets boring awful bad minutes,0
,1
wouldnt sit,1
dont minutes,1
worse bad couldnt avoid,0
cheap bad laugh bad fx snakes terrible rubber eaten,0
waste cheesy wouldnt effects suffice effects,0
lousy cheap stupid dont,0
please wouldnt worse,1
lame pg13 unfunny joke gonna jokes dont waste horrible predictable dont effects rental worse,0
gore,0
ebay,1
,1
plain terrible,1
,1
sucked bad worse bad budget,0
whatsoever,0
,1
,1
trash remotely,0
dumb bad awful stupid bad terrible,0
waste,0
excuse stupid dont incoherent boring,0
bad dont dont,1
corny,1
fetched fetched,1
garbage,1
bad lame stupid 90 rubber stupid dont lame dont stupid suck suck,0
yourself,1
dont,0
joke offended offended offended,1
bother,0
rent rent,1
wouldnt boring,1
couldnt worse poorly seriously,1
,1
,1
,1
,1
boring,1
budget,1
sit couldnt,0
bad dont,0
,0
ebay dont ebay,1
disgusting bad,0
cheesy worse junk suffice laugh lame godawful,0
couldnt couldnt awful sit,0
meaningless,1
laughing reviews,1
worse worse bad lame waste bad reviews,0
budget bad offended bad dont wasting budget budget bad effects,0
stupid,1
predictable unless couldnt horrible waste,0
spoiling suffice,1
horrible idiots wouldnt,0
terrible awful sucks dont 210 yourself,0
unrealistic barrel dont budget,1
boring unwatchable minutes unwatchable,1
pg13 holes pointless,0
bad dumb goofs avoid,0
dont dont,1
halfway boring cheap effects boring bad crap,0
itso plain stupid dont,1
,1
laugh laugh,1
,1
bother bad barrel nudity,0
,0
avoid budget minutes poorly mess please avoid,0
minutes,0
bad,0
seriously sucks sucks worse,0
dont vcr ebay seriously ebay dont plain stupid,1
lame meaningless godawful,0
bad awful,1
rented blockbuster scary godawful,0
,1
bad horrible,1
rented couldnt laughing couldnt unnecessary,1
bad barrel,0
,1
cringe wouldnt dont yourself couldnt,0
90 minutes,1
dont wanna,1
,1
,1
bad,1
worthless gore gore gore stupid stupid offended wouldnt incoherent 210,0
avoid nudity pathetic excruciatingly seriously,1
dont dubbing,1
010 suck worse worse junk reviews bad,0
,1
boring bad moviei bad crap crap pathetic,0
horrible junk worse terrible horrible awful boring waste unless,0
jokes joke jokes,1
bad worse zombies zombies bad,0
minutes,1
,1
minimum dont,0
cheap plain,0
please,1
bad dont dont,1
,0
,1
dont rent,1
,1
budget unnecessary,1
reviews dont hype reviews snakes,1
bad,0
,1
terrible laughable,0
rent jokes,1
offended toilet laugh sucked laugh dont dont warn,0
corny,1
laugh barrel wouldnt,0
boring unrealistic unwatchable,0
yourself jokes crap sucks,0
dont,0
predictable,1
explosions,1
boring couldnt excruciatingly rent bin rent,0
avoid budget cheap avoid effects budget pointless mess minutes,0
boring bother,0
registered,1
,1
horrid worse 0,0
soooo swear stupid pathetic,0
stupid minutes,0
lowest crap garbage bad garbage please,0
,1
trash trash,1
puns effects scary,1
,0
dont bad,0
confusing horrible honestly jokes cheap idiots dont suck budget barrel redeeming,0
dont,1
,1
bad,0
wasting waste dont avoid rent,0
laugh headache bad,0
90 minutes,1
,1
,1
please,1
,1
,1
dont dont dont gore,1
cheap laugh laugh toilet,0
effects minutes,1
,1
minutes,0
yourself sit yourself,1
dont dont,1
bad,0
dont,1
dont,1
,1
spoiler bad gore eaten steaming effects dont,0
dont bad yourself,1
effects,1
bad boring dont headache budget,0
ugh holes horrid predictable 90 minutes,0
pile drivel,0
rental please dont,1
,1
dont wasting,0
iti effects,0
couldnt laugh dont avoid effects yourself corny,1
redeeming wouldnt crap dont wouldnt dont worse minutes,0
bad worse 90 minutes bad moviei bad,0
bad bad dubbing bad bad,1
,0
critters critters critters,1
,1
wouldnt horrible cringing,1
redeeming bad remotely horrible cheap,0
budget bad couldnt,0
,1
cheezy wanna sht couldnt wouldnt,1
waste sit predictable scary effects,0
minutes dont dont,1
,1
joke,0
,1
unless warn bad scary,0
,1
wouldnt dont unless,0
dont,1
dont,1
meaningless dont,1
,1
dont couldnt pathetic,1
awful awful awful crappy,0
,1
lame dont effects budget dont idiots waste,0
,1
worse poorly,0
asleep,1
moviei,1
bother disbelief,0
refund rushed excuse lousy jokes budget,0
dont renting,0
couldnt terrible crappy dont bad terrible,0
bad,0
,1
rushed wasting,0
,1
nudity unrealistic unrealistic renting,1
garbage,0
reviews please dont reviews bad,0
,1
bad wouldnt stink,0
dubbing awful,1
dont predictable wrap dont waste,0
budget scared effects cheesy gore effects cheap,1
cheap dont unless cheap cheap scared scared scared dont dont couldnt cheap bad camcorder,0
,1
bad dubbing,1
,1
bad,0
dont,0
,1
dont,0
bad cheesy effects,0
laugh joke,1
bad suffice 90 mins please,1
dont,1
dont,0
,0
asleep,1
,1
,0
honestly horrible,1
,1
,1
,1
cringe reviews,0
thisi pathetic stupid awful,0
dont rent,1
dont bother horrid cheap redeeming awful,0
laugh,1
,1
laughing,1
dont dont,1
,1
terrible dont dont dont garbage dumb boring plain bad,0
sequels,1
,1
horrible bad horrible,1
yourself yourself,1
horrible awful,1
dont dont trash worse,0
zombies,1
wasting unrealistic cheap cutouts bad,0
lame cgi fx unfunny,0
bad horrible laugh horrible predictable worse boring stupid,0
,0
illogical minutes,1
seriously seriously terrible dont,1
seriously 90,1
,1
bad worse seriously scary,0
redeeming,1
yourself,1
wouldnt dont,1
dont,1
cheesy boring dont dont,0
dont,0
minutes,0
cheesy cheesy joke awful,0
sit,1
gonna itso,1
,1
,1
worse effects effects bad effects explosions explosions bad honestly 90 minutes laughing terrible,0
chore cringe boring boring,0
blockbuster horrible horrible horrible dont horrible scary bad,0
,1
seriously awful corny jokes dont dont corny toilet seriously boring crap jokes awful bad 85,1
budget budget cgi crappy cgi awful dont,1
dont nudity bad dont freaking kidding,0
bad,1
minutes,1
dont gore,1
boring predictable spoiler dont,1
crappy terrible awful predictable unnecessary,0
,1
sucks,1
dont unrealistic predictable,1
dont,1
bad slasher bad minutes effects redeeming amateurish slasher bad,0
worse effects awful,0
please sit remotely mess,0
,1
jokes,1
predictable dubbing,0
bad bad bad awful,0
shelves rental unless,1
dont dont,0
,1
stunk effects boring anticlimatic budget terrible,0
wouldnt,1
minutes minutes minutes dont dont waste,0
budget continuity awful,1
bad bad dont dont,0
cgi,1
85 reviews dont dont rubber unless worse wouldnt,0
,0
stupid hype stupid dont waste wasting hype,0
effects unoriginal scared crap scary rent,1
waste shelf wasting rubbish honestly rent mess,0
sucked terrible poorly reviews reviews reviews reviews reviews jokes poorly poorly avoid reviews,0
90 pile drivel awful amateurish bad zombies bad awful laughable effects shoddy zombies,0
worse excuse dont bad reviews laugh terrible pointless swearing waste,0
,0
poorly,1
chore dont waste jokes boring reviews poorly,0
costs worse spoiler awful,1
honestly dont,1
,1
,1
please,1
,1
,1
mindless yourself wasting mess,0
boring filler,0
reviews,1
dont bother,0
yourself laugh,1
,1
please terrible laugh laugh bad,0
dont wouldnt,1
,1
unrealistic,1
morons idiots stupid unrealistic stupid dont unnecessary excuse,1
predictable,1
bad,0
,1
yourself yourself,1
dont please bad,1
,1
bad terrible minutes bad bad minutes minutes minutes minutes minutes,0
bad bad crappy crappy redeeming nope,0
reviews offended gore,0
awful bad minutes,1
,1
shelves dont dont dont dont bother renting,1
,0
,1
bad avoid costs toilet mess,0
,1
rental budget,0
,1
reviews,1
minutes effects,1
,1
,1
,1
terrible waste waste disgusting dont,0
,1
dont horrible awful horrible dont terrible 310,0
dont slasher,1
wouldnt couldnt budget,1
,1
boring worse cheap 0 bad,0
,1
budget bad worse laugh,0
,0
sit ripped cheap predictable pathetic seriously junk horrible bad bad bad bad dont minutes bother rent blockbuster,0
zombies bad bad spoiler stupid dumb,0
dont minutes stupidest dont lowest disgusting yourself laugh dont jokes jokes effects effects dont,1
,1
budget rubbish rental trash,0
laugh dont laugh laugh dont figured dont,1
dont,1
minutes mess,1
,1
,1
dont,1
,0
minutes previews plain bad bad,0
dont effects effects dont fx effects,1
dont,1
90 jokes yourself boring bothered couldnt,0
dumb,0
bad mess reviews waste unless,0
effects boring poorly 110 010,0
confusing,1
honestly minutes,1
unrealistic joke dont,0
,0
dont laugh,0
predictable,0
bad asleep 90 minutes boring straighttovideo bad wouldnt,0
dumb disgusting horrible meaningless holes excuse worse dont stupid tomatoes gore dont whatsoever bad bad bad redeeming,0
,1
minutes joke yourself dont,0
unless whatsoever,0
,1
,1
horrible terrible,0
,1
laughable,1
bad,1
scared stupid laugh bad gonna,1
hype budget effects dont bad,0
unnecessary garbage garbage vomit bad dont bad,0
bad poorly 90 waste avoid horrible pathetic,0
rubbish mess lowest,0
bad,1
honestly blockbuster lame predictable amateurish cringe unless minutes,0
spoiling,1
critters scary effects,1
,1
,1
excuse jokes jokes joke laugh laughing dont jokes laughing,0
reviews,1
scare honestly yourself,1
cheap,1
explosions stupid,1
awful,0
meaningless,1
dont rent,1
snakes snakes snakes snakes crap snakes budget snakes rubbish snakes snakes scary snakes bad rubbish awful snakes seriously minutes boring gore snakes effects rubbish cgi awful scary snakes snakes budget cheap rubbish dont snakes bad,0
boring budget bad dont waste,0
terrible 90 minutes renting please dont waste 90 minutes renting please rent,0
dubbing bad dubbing worse,1
couldnt,1
,1
itso blockbuster yourself yourself,1
dont,1
,1
,1
bad dont,1
bad seriously,1
yourself pathetic mess couldnt awful dont waste,0
steaming,1
,1
effects horrid unless effects,0
,1
spoiler,1
please dont worse lame joke,0
unfunny unfunny stupid,0
offended please redeeming minutes minutes confusing spoiler,0
bad dubbing bad,0
bad unless,0
excuse figured,0
,1
dumb dont rent,0
morons pile bother effects,0
reviews puke reviews lousy bad waste,0
bad couldnt stupid bad,0
horrible minutes,1
dont stomach ripped garbage minutes crap,0
pathetic,1
,1
unless stupid itd waste scare holes,0
scary joke sucked wouldnt couldnt,0
,1
unimaginative,0
effects,1
couldnt,0
couldnt unless,0
,1
blockbuster rental blockbuster netflix ebay iti,1
minutes,0
popcorn,1
bad unless,0
plain stupid halfway puppets scary trash,0
nudity nudity nudity minutes,1
holes garbage,0
effects rubber dont minutes dont,1
komodo bad stoned unimaginative eaten cgi,0
,1
pointless,0
predictable nudity nudity,1
bad dont snowballs bad,0
bad bad bad bad bad incoherent awful scary bad,1
avoid,1
terrible terrible bothered avoid costs unless yourself sht,0
,1
spoiler effects,1
dumb boring lousy unnecessary couldnt pg13 dont yourself crap,0
dont waste,0
predictable bad,1
laughable effects bad terrible cheesy rent,0
,1
dont dont dont,1
wouldnt renting please scary,1
,0
slasher slasher scary pile slasher effects pathetic couldnt bad bad bad 90 minutes,0
laugh horrible cgi gore nudity redeeming pg13 blockbuster laugh dont ghoulies komodo,0
dont bad holes bad dont bad bad 90 minutes bad,0
boring bin dont dont dont,1
,1
dont dont,1
budget boring laugh laugh itif lame shelf,0
sequels dont bother,1
pointless laughing,1
effects horrible budget dont dung stupid laugh crappy dont bother,0
effects,0
reviews dont dont reviews dont,1
bad dont 210,0
,1
,1
laugh dont,0
reviews,1
seriously,1
,0
terrible,0
cheap bad bad awful 85,0
dont scary dont,1
stupid sucks wanna stupid sucks wanna stupid sucks wanna stupid sucks wanna stupid sucks wanna,0
rented gore minutes bad cheap boring dont stupid stupid stupid,0
dont,1
,1
minutes suffice,1
eaten gore gore gore,0
dont dont unless waste,0
dont bad laugh bad dont,1
dont,0
,1
minutes laugh,1
mess bad joke seriously awful seriously,0
dont unrealistic dont,0
bad dont unnecessary,0
horrible unwatchable minutes couldnt ripped boring halfway warn dont,0
bad horrid lousy,0
toilet halfway pointless dont waste waste,0
,1
,1
,1
,1
awful waste trash effects trash bad,0
minimum minimum,1
,1
boring,1
minutes rubbish eaten,1
,1
,1
,1
horrible horrible horrible gore suck minutes boring morons crap stupid gore sucked yourself avoid,0
bad stupid please,0
bad bad bin walmart bin bad dont bother,0
worse crappy,0
dont dont waste bad couldnt,0
minutes,0
barrel lame jokes,0
seriously horrible freaking,1
dumb please effects,0
corny,0
crap terrible boring boring,0
,1
laugh stoned,1
awful,1
90,1
,1
minutes couldnt,1
cheap,1
bad scary,1
bad pointless 90 minutes swear gore fx bad bad bad bad avoid,0
rental,0
bad dumber dumb redeeming,0
cheap dont minutes boring,0
unoriginal wouldnt boring couldnt,0
dont,1
,1
sit dont,0
poorly budget terrible wouldnt poorly gonna couldnt bad cheezy minutes boring cheezy bad bad bad dont bad bad dont bad rent reviews,0
wouldnt,1
scare,1
,1
unnecessary dont,1
terrible laughable laughable awful horrible laugh horrible,0
suffice dont stomach itll itll laugh dont seriously budget costs 90 suspend disbelief,0
,1
yourself mess yourself,0
trash bad rent dont dont worthless ebay trash,1
,0
minutes bad,1
scary terrible jokes terrible terrible,0
terrible gore critters poorly godawful crappy critters dont rent dont sucked bad please avoid crap,0
laugh,1
stupid wasting,0
bad,1
minutes holes couldnt,0
stupidest dont idiots horrible dont scary scary rent moviedont,0
budget,1
,1
laugh,1
zombies dont zombies zombies gore zombies,1
minutes dont cheap awful rubber gore honestly sequels,0
poorly terrible redeeming,0
budget predictable unrealistic waste rubbish,0
,1
,1
plain dont,1
dont,1
bad rubbish confusing worthless couldnt swear,1
,1
boring,1
bad bad effects awful seriously garbage,0
gore effects budget gore,1
warn lousy,1
rent,1
wouldnt horrible terrible awful wanna worse,0
waste bad bad wouldnt awful,0
laugh,0
bad dont crappy yourself laughing crappy dumb lousy laugh yourself nudity minutes,1
bad bad kidding,0
bad dont horrible bad budget dont rental,1
minutes lame,1
awful,0
,1
,1
sit sucked sit waste,1
horrible jokes lousy,1
dont,0
unoriginal suffice awful dont bad,0
horrible stupid waste waste,0
waste dont,0
effects,1
rent laugh cringe laughable straighttovideo sequels nudity straighttovideo sequels bad,1
dont couldnt,1
,0
crap crap dont,0
scary,0
,1
halfway lame yourself rent sequels bad,0
laughing laughing jokes rental,1
,1
dont bad bad awful trash,0
stupid 0 0,0
rented dont bad reviews,1
bad laughable joke horrible laugh,0
worse,0
,1
boring 0 terrible rent,0
effects,0
,1
,1
redeeming predictable boring dont,0
dont,1
bad wouldnt unnecessary 210 worse,0
bad bad bad bad badi bad,0
,1
rented bad laugh dont dont,0
terrible terrible terrible,0
bad,0
,1
dont cheesy wouldnt wouldnt terrible,0
hype 90 minutes,0
renting stupid bad worse,0
boring,0
whatsoever nudity unnecessary excruciatingly laughing bad dont,0
joke figured unfunny joke,1
,0
dont,1
yourself dont,1
boring,1
worse 90 reviews reviews horrible reviews reviews reviews tomatoes,1
bad wouldnt bad,0
worse lousy,0
,1
seriously,1
scary,1
laughing dont,1
waste bad laughing dont shoddy,0
,0
crap effects sht scary pathetic scary please,0
yourself seriously dumb awful crappy,0
bad,1
asleep bad fetched pathetic dont waste,0
awful,1
worse,0
minutes suffice bother,0
,1
explosions budget continuity,1
,1
,1
padding amateurish bad poorly tomatoes,0
figured cgi minutes dont,0
yourself bad,1
garbage wouldnt,0
dont bad bad bad laugh,1
,1
predictable dumb bad jokes unfunny boring,0
awful stupid reviews bad cutouts,1
dont,1
effects,1
,0
rental bother laughing laughing scared terrible dont wouldnt bad,0
dont minutes bad cheap corny laugh,0
couldnt dont bad,0
,1
bad worse sit,0
cheap worse pathetic predictable dont,0
bad effects morons,0
laugh dont,1
yourself,1
pg13 dont,1
stupid stupid garbage garbage garbage garbage stupid stupid terrible stupid laugh rent stupid yourself,0
,1
bad bad dont,0
,1
predictable bad cheap dont,0
effects effects,0
minutes gore whatsoever gore gore effects unless couldnt dont dont,0
crappy worse boring asleep dont budget bad,0
cheesy bad effects cheap dont,0
90,1
,1
corny awful couldnt rubbish remotely offended dont corny,0
seagal unrealistic seagal seagal,1
laugh yourself,1
avoid unrealistic bad pathetic avoid bad,0
honestly dont sequels dont,1
,1
bin mess,0
lame slasher lame wouldnt wouldnt avoid,0
bad stupid,0
dont ghoulies ghoulies rental ghoulies ghoulies dont bad gonna ghoulies dont ghoulies ghoulies ghoulies puppets ghoulies dont bad dunno bad 0 bad ghoulies,0
dont dont minutes unoriginal garbage dont dont dont budget effects,1
minutes minutes minutes minutes minutes minutes,1
dont dont,1
dont seriously,1
minutes,1
registered,1
seagal,0
slasher honestly scarier blockbuster laughable rent scare bad cheesy scary yourself,1
bad bad worse moviei,0
budget 90 minutes seagal,0
ghoulies ghoulies dont ghoulies dont bad ghoulies spoiler ghoulies ghoulies ghoulies,1
rushed unnecessary,1
,1
nudity awful,0
bad worse effects bad horrible cheap,0
poorly toilet wouldnt garbage redeeming,0
,1
effects,1
,1
lousy jokes,0
predictable,0
terrible boring corny corny poorly dont awful,0
eaten bad bad bad bad bad bad horrible,0
pathetic pathetic,0
bad terrible,0
bad iti,0
morons couldnt,1
,1
,1
budget,1
,1
,0
mess dont plain awful crap dont waste,0
scarier,1
,0
minutes,1
rental mess minutes waste,0
honestly couldnt tripe seriously laughing lame jokes mouths bad,0
scared horrible couldnt,0
stupid,0
bad plain spoiler jokes laugh dumb suck,0
,0
explosions bad crap sucks,0
lame,1
bad rubbish laughable worse,0
spoiler 85 minutes horrible worse rent pathetic bad,0
couldnt,0
ityou minimum,1
boring budget couldnt wouldnt asleep halfway,0
,1
suck bad,1
wouldnt,0
minutes laugh wanna wanna laugh laughing,1
crappy seriously minutes stupid awful awful effects bad figured,0
,1
itll,1
,1
awful budget sit rubber,0
warn laugh pathetic,0
yourself,0
,1
,0
,1
,1
scare effects scare bother itand asleep,0
renting,1
dont please dont,1
dont bad stupid laugh,1
awful effects,1
laughing effects,1
,0
spoiler bad terrible dont bother waste,0
laugh,1
laughing bad,1
effects effects budget dont budget remotely awful bad,0
dont,1
bad bad disbelief,0
trash bad bad crap meaningless unwatchable morons nudity minutes ripped bad avoid,0
dont stupid wouldnt please,0
,1
budget kidding figured,1
waste whatsoever please bad bad fx,0
dont rushed,1
dont bad,1
,1
terrible bad bad boring worse horrible worse unless,0
bad terrible,1
spoiler dont bad bad effects dont,1
boring,0
poorly bad,0
predictable budget meaningless budget effects terrible,0
laugh,1
suffice minutes,1
seriously sucked couldnt stupid stupid,0
bad kidding bad bad garbage scare,0
budget,1
jokes bad dont,0
bad stupid stupid dont,0
predictable predictable laughable whatsoever bad stunk cheesy,0
dumber dumb laugh dumber trash trash dont itso stupid,1
,1
boring dont,0
gore bin,0
lousy scary,0
moviei,0
freaking jokes dont itll laugh,1
effects uwe minimum waste waste,0
horrible,0
,1
excuse dumber horrid please,0
,0
,1
jokes,1
lame crappy stupid effects scary,0
rented bad dont sequels renting predictable reviews bad waste sequels,0
nudity minutes bad minutes,0
,1
rent abomination couldnt stomach waste pathetic,0
please predictable predictable,1
minutes,1
dont worse,1
unfunny disbelief,0
boring,1
joke,0
disbelief bad bad plain,0
garbage crap awful garbage garbage,0
effects cgi plain,1
please,1
dont,1
,0
worse sucked dont asleep asleep pointless zombies bad scared zombies 110,0
plain,1
bad,1
bad worse gore bad seriously gore dont gore,0
horrible bad bad,0
plain,0
,0
please seriously laughing dunno bad,1
dont remotely,0
bad crap,0
slasher slasher nudity slasher bad waste waste,0
,1
,1
please,1
,1
,1
,0
previews previews junk lame,0
,1
,1
scared scary,1
budget cheap bad,1
budget minutes couldnt waste,1
dont wouldnt dont dont please,0
predictable bad,1
seriously,1
,1
yourself nudity stupid pathetic wouldnt reviews,0
sit dont minutes bad,0
seriously dont,1
pg13 budget budget budget trash terrible budget effects cgi budget effects gore budget,0
lame bother garbage redeeming,0
dont,1
horrible terrible rubber horrible,0
worse pointless explosions boring,1
cheesy,0
,1
,1
minutes avoid,1
pointless confusing,0
90 minutes effects joke,1
predictable dont predictable,0
bad bad shoddy,0
,1
,1
,1
bad awful,0
please dont,1
dont,1
,1
budget jokes jokes predictable,1
horrible,0
holes boring effects,0
worse crap,0
,0
dont bad,0
,1
minutes horrible mess minutes bad scary holes couldnt bad,0
,1
dont budget,1
crappy dumb dont couldnt scare 90 mins cents,0
,1
bad boring predictable rented asleep,0
bad awful terrible effects bad effects budget,0
,1
,1
,0
,1
stupid budget awful stupid,0
crap,0
laughing dont 90 minutes,1
dont,1
holes unnecessary lousy,0
remotely laugh worse rented stupid stupid terrible dont renting worse waste awful,0
cheap,1
seriously,0
,0
puppets sequels pg13 dont please,0
,1
sit rental dont awful couldnt stunk bad plain bad,0
,0
dont,0
awful predictable sit drivel,0
trash effects pointless directtovideo costs 0,0
honestly terrible,0
joke,0
unrealistic dont jokes,0
spoiler dont awful dont bother,0
sit minutes horrible,0
,1
halfway scary whatsoever,0
waste terrible,0
bother,0
stupid boring,0
dont gore,1
bad godawful bad bad mess continuity bad,0
dont 85,1
unless dont renting avoid costs,0
,0
mindnumbingly unfunny cheap figured bad bad worse pathetic costs,0
dont explosions bad jokes budget sit,1
dont stupid honestly terrible terrible terrible sit laugh joke terrible,0
,0
slasher slasher,1
couldnt,1
horrible,1
laugh laugh,1
,1
minutes bother,0
dont bad,1
,0
seriously stupid jokes stupid stupid stupid,1
seriously bad please,1
,1
excuse boring 90 minutes effects cringe wouldnt please please,0
boring budget laughable laughable boring terrible terrible lousy awful gore terrible terrible avoid,0
cheap minutes rushed pile,0
,1
halfway nope dont avoid,0
,1
worse iti,1
rented,1
jokes laugh puke sit,0
bad horrible dumb boring boring bad dont cheesy excuse bad horrible garbage,0
shoddy dubbing mouths mess laughing mess,0
,1
laughable,0
minutes,1
,1
poorly bad,0
,1
registered bad bad wouldnt,0
boring,1
